11,23,21.1957  
11,24,18.2442  
11,25,14.8955  
11,26,17.9014  
11,27,16.6709  
11,28,14.1148  
11,29,15.3995  
11,30,17.1216  
12,01,19.2977  
12,02,21.2264  
12,03,22.2788  
12,04,22.3959  
12,05,21.5602  
12,06,19.0802  
12,07,18.0301  
12,08,18.9480  
12,09,19.8914  
12,10,20.0299  
12,11,16.1687  
12,12,10.6380  
12,13,12.3961  
12,14,14.5942  
12,15,15.5814  
12,16,15.9872  
12,17,15.6713  
12,18,15.6338  
12,19,17.7219  
12,20,17.7516  
12,21,12.6950  
12,22,10.8631  
12,23,12.8755  
12,24,14.0845  
12,25,13.3677  
12,26,14.3075  
12,27,10.1273  
12,28,9.59908  
12,29,9.33227  
12,30,8.79309  
12,31,11.0430  
